Query,Output
Extract action items from meeting notes T and prioritize them for the team,"var_1 = create_actionable_tasks_from_text(text=""T"")
var_2 = prioritize_objects(objects=var_1)
"
Generate a report of all issues raised by REV-TECH org and list issues needing a response,"var_1 = search_object_by_name(query=""REV-TECH"")
var_2 = works_list(created_by=[var_1], type=[""issue""])
var_3 = works_list(issue.rev_orgs=[var_1], ticket.needs_response=True, type=[""issue""])
"
"Retrieve my tickets marked as ""blocker"" and arrange them by priority.","var_1 = who_am_i()
var_2 = works_list(type=[""ticket""], owned_by=[var_1], ticket.severity=[""blocker""])
var_3 = prioritize_objects(objects=var_2)
"
"Create actionable tasks from the meeting notes ""M"" and assign them to the current sprint","var_1 = create_actionable_tasks_from_text(text=""M"")
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
"Locate work items that need a response, summarize them for a quick review, and then identify my own work items in the list.","var_1 = works_list(ticket.needs_response=True)
var_2 = summarize_objects(objects=var_1)
var_3 = who_am_i()
var_4 = works_list(ticket.needs_response=True, owned_by=[var_3])
"
Get the sprint ID of the current sprint cycle,"var_1 = get_sprint_id()
"
"List all tasks in DEV stage, summarize them and add to sprint for user CURRENT-USER","var_1 = who_am_i()
var_2 = works_list(stage.name=[""DEV""], owned_by=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
Add tasks related to the feature BigLaunch to my current sprint,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""BigLaunch"")
var_3 = works_list(owned_by=[var_1], applies_to_part=[var_2], type=[""task""])
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
Find all tasks related to the project 'Alpha' and sort them by priority,"var_1 = search_object_by_name(query=""Alpha"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
"Identify and summarize tickets marked as ""blocker"" that need a response","var_1 = works_list(ticket.severity=[""blocker""], ticket.needs_response=True, type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
"Summarize and prioritize tasks related to the ""UX Improvement"" project","var_1 = search_object_by_name(query=""UX Improvement"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
"
Retrieve and prioritize all tickets needing a response from the PHONE source channel and limit the number of work items to 42.,"var_1 = works_list(ticket.needs_response=True, ticket.source_channel=[""PHONE""], type=[""ticket""], limit=42)
var_2 = prioritize_objects(objects=var_1)
"
"Retrieve the ID of the current sprint, find all issues labeled p2, add them to the sprint, and summarize these added issues.","var_1 = get_sprint_id()
var_2 = works_list(issue.priority=[""p2""], type=[""issue""])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_1)
var_4 = summarize_objects(objects=var_2)
"
Retrieve my REV-123 related tickets and summarize for the weekly review,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.rev_org=[""REV-123""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Who won the Indian Elections last time?,#Unanswerable_Invalid_Query_Error
Summarize my tasks and prioritize them before adding to the current sprint,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
var_6 = summarize_objects(objects=var_3)
"
"Search for the user ID of ""John Doe"" and retrieve all tasks owned by this user","var_1 = search_object_by_name(query=""John Doe"")
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Create tasks for the reported issues in the component COMP-999,"var_1 = search_object_by_name(query=""COMP-999"")
var_2 = create_actionable_tasks_from_text(text=var_1)
"
"Identify my work items ticket with low severity, summarize, and get similar work items for cross-reference ","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.severity=[""low""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_similar_work_items(work_id=var_2)
"
Sort and display my tasks in current sprint by priority,"var_1 = who_am_i()
var_2 = get_sprint_id()
var_3 = works_list(type=[""task""], owned_by=[var_1], stage.name=[var_2])
var_4 = prioritize_objects(objects=var_3)
"
" Find similar issues to ISSU-456, summarize them, and prioritize them, limiting the number of work items to 35.","var_1 = get_similar_work_items(work_id=""ISSU-456"")
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
"Find tasks related to the ""Enhancement"" part and arrange them by priority","var_1 = search_object_by_name(query=""Enhancement"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
Summarize the current user's tasks and sort them by priority,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Find and summarize all P2 issues under the SALES rev organization with a limit of 20 work items.,"var_1 = works_list(issue.priority=[""P2""], issue.rev_orgs=[""SALES""], limit=20, type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
Update my task list with items from the Engineering Rev organization E,"var_1 = who_am_i()
var_2 = works_list(issue.rev_orgs=[""Engineering""], owned_by=[var_1])
var_3 = summarize_objects(objects=var_2)
"
Extract tasks from the engineering meeting notes and assign them to the engineering team.,"var_1 = create_actionable_tasks_from_text(text=""engineering meeting notes"")
var_2 = add_work_items_to_sprint(work_ids=var_1, sprint_id=""ENG-TEAM-ID"")
"
"Find and summarize all work items tagged with ""Urgent-Update"" from the last week.","var_1 = works_list(created_by=[""last week""], type=[""task""])
var_2 = summarize_objects(objects=var_1)
"
Summarize all tickets marked as 'needs response' from the customer service channel,"var_1 = works_list(type=[""ticket""], ticket.needs_response=True, ticket.source_channel=[""customer service""])
var_2 = summarize_objects(objects=var_1)
"
"List all tickets and tasks for user ""DEVU-456"" and prioritize them.","var_1 = search_object_by_name(query=""DEVU-456"")
var_2 = works_list(created_by=[var_1], type=[""ticket"", ""task""])
var_3 = prioritize_objects(objects=var_2)
"
Check for tickets from 'REV-789' in 'customer support' channel and prioritize them.,"var_1 = search_object_by_name(query=""REV-789"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.source_channel=[""customer support""], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
"
"Find all tasks related to the project ""Alpha"" and categorize them based on urgency","var_1 = search_object_by_name(query=""project Alpha"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
Identify blockers for the sprint related to the feature PRODUCT-789 and prioritize them,"var_1 = works_list(type=[""issue""], applies_to_part=[""PRODUCT-789""], ticket.severity=[""blocker""])
var_2 = prioritize_objects(objects=var_1)
"
Identify my tasks that are of p0 priority and add to sprint SPRINT-456,"var_1 = who_am_i()
var_2 = works_list(type=[""task""], issue.priority=[""p0""], owned_by=[var_1])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""SPRINT-456"")
"
"Identify my tasks in ""QA-Testing"" stage and assign to the upcoming sprint","var_1 = who_am_i()
var_2 = works_list(type=[""task""], owned_by=[var_1], stage.name=[""QA-Testing""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Prioritize tickets from REV-321 that need a response and are marked as 'blocker',"var_1 = works_list(issue.rev_orgs=[""REV-321""], ticket.needs_response=True, ticket.severity=[""blocker""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
"
Can you provide the schedule for the upcoming FIFA World Cup?,#Unanswerable_Invalid_Query_Error
" Summarize all tickets from the EMAIL source channel that need a response and prioritize them, limiting the number of work items to 16.","var_1 = works_list(ticket.source_channel=[""EMAIL""], ticket.needs_response=True, limit=16, type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
Create tasks for each actionable item from the email content 'E' and summarize these tasks,"var_1 = create_actionable_tasks_from_text(text='E')
var_2 = summarize_objects(objects=var_1)
"
Summarize issues similar to don:core:dvrv-us-1:devo/0:issue/1,"var_1 = get_similar_work_items(work_id=""don:core:dvrv-us-1:devo/0:issue/1"")
var_2 = summarize_objects(objects=var_1)
"
Find and summarize the latest tasks associated with Rev organization REV-XYZ for quick review,"var_1 = search_object_by_name(query=""REV-XYZ"")
var_2 = works_list(type=[""task""], ticket.rev_org=[var_1])
var_3 = summarize_objects(objects=var_2)
"
"Search for ""CriticalComponent"" and prioritize all tasks related to it","var_1 = search_object_by_name(query=""CriticalComponent"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
"Search for all tickets with ""high"" severity for ""GammaService"" and organize them by priority","var_1 = search_object_by_name(query=""GammaService"")
var_2 = works_list(ticket.severity=[""high""], ticket.rev_org=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
"
Summarize the work items with 'blocker' severity and then search for a user named DevLead,"var_1 = works_list(type=[""issue"", ""ticket""], ticket.severity=[""blocker""])
var_2 = summarize_objects(objects=var_1)
var_3 = search_object_by_name(query=""DevLead"")
"
Retrieve and prioritize my tasks that need a response and are associated with 'REV-123' and/or 'REV-213'  organizations,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, ticket.rev_org=[""REV-123"", ""REV-213""], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
Summarize issues that need a response and are from Rev organization ORG-999,"var_1 = works_list(issue.rev_orgs=[""ORG-999""], ticket.needs_response=True, type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
"Retrieve my tasks for the ""Research"" stage and filter by type ""issue"".","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], stage.name=[""Research""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
"Find tasks related to ""FEATURE-789"" and summarize them","var_1 = search_object_by_name(query=""FEATURE-789"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Summarize the work items for part CAPL-123 that require a response,"var_1 = works_list(type=[""issue"", ""ticket"", ""task""], applies_to_part=[""CAPL-123""], ticket.needs_response=True)
var_2 = summarize_objects(objects=var_1)
"
Summarize work items related to ENH-456 by Developer X,"var_1 = search_object_by_name(query=""Developer X"")
var_2 = works_list(created_by=[var_1], applies_to_part=[""ENH-456""], type=[""work""])
var_3 = summarize_objects(objects=var_2)
"
Summarize tickets for a part 'UI-999' that are marked as 'blocker',"var_1 = search_object_by_name(query=""UI-999"")
var_2 = works_list(applies_to_part=[var_1], ticket.severity=[""blocker""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Add my issues marked as ""blocker"" to the sprint ending this Friday.","var_1 = who_am_i()
var_2 = get_sprint_id()
var_3 = works_list(owned_by=[var_1], issue.priority=[""blocker""], type=[""issue""])
var_4 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_2)
"
Add my newly created issues to the current sprint and summarize for management review,"var_1 = who_am_i()
var_2 = works_list(created_by=[var_1], type=[""issue""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
var_5 = summarize_objects(objects=var_2)
"
"Identify my tickets which have not received a response, prioritize, and add them to the sprint","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"Filter tasks by part ""PROJ-321"" and type ""task"", then get the current sprint ID and add these tasks to it.","var_1 = search_object_by_name(query=""PROJ-321"")
var_2 = get_sprint_id()
var_3 = works_list(applies_to_part=[var_1], type=[""task""])
var_4 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_2)
"
Find and summarize all tickets from Rev organization REV-555 that need a response,"var_1 = works_list(ticket.rev_org=[""REV-555""], ticket.needs_response=True, type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
Summarize all tasks that need a response and are in a 'QA' stage,"var_1 = works_list(stage.name=[""QA""], ticket.needs_response=True, type=[""task""])
var_2 = summarize_objects(objects=var_1)
"
Find and prioritize work items created by user USER-456,"var_1 = works_list(created_by=[""USER-456""])
var_2 = prioritize_objects(objects=var_1)
"
"Find work items related to component ""UI-Toolkit"" and determine if any require immediate attention.","var_1 = search_object_by_name(query=""UI-Toolkit"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
Add tasks related to PROD-789 with p2 priority to the current sprint,"var_1 = search_object_by_name(query=""PROD-789"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p2""], type=[""task""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Summarize tickets with 'medium' severity assigned to REV-789 organization.,"var_1 = search_object_by_name(query=""REV-789"")
var_2 = works_list(ticket.severity=[""medium""], ticket.rev_org=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Find issues with priority p2 and summarize them,"var_1 = works_list(issue.priority=[""p2""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
Summarize tasks under product PROD-456 that need a response,"var_1 = search_object_by_name(query=""PROD-456"")
var_2 = works_list(applies_to_part=[var_1], ticket.needs_response=True, type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Get the current user's issues with priority 'p2' that are in the 'development' stage, and summarize the list.","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], issue.priority=[""p2""], stage.name=[""development""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
" Locate issues in the Backlog stage, summarize them, and add them to the current sprint, limiting the results to 12.","var_1 = works_list(stage.name=[""Backlog""], type=[""issue""], limit=12)
var_2 = summarize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_3)
"
Find all tasks related to the product code PROD-101 and organize them by priority,"var_1 = search_object_by_name(query=""PROD-101"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
"Get a list of issues I own that are marked as 'blocker', summarize them for reporting","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.severity=[""blocker""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
"Could the universe have a purpose, or is it an intricate dance of chaotic randomness?",#Unanswerable_Invalid_Query_Error
"Fetch and summarize issues related to component ""UI-FRAMEWORK""","var_1 = search_object_by_name(query=""UI-FRAMEWORK"")
var_2 = works_list(applies_to_part=[var_1], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
Summarize the current user's tasks related to project X and list them by priority,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""Project X"")
var_3 = works_list(owned_by=[var_1], applies_to_part=[var_2], type=[""task""])
var_4 = prioritize_objects(objects=var_3)
var_5 = summarize_objects(objects=var_4)
"
Prioritize p0 issue reported by Rev organization REV-456 and filter by tasks,"var_1 = works_list(issue.rev_orgs=[""REV-456""], issue.priority=[""p0""], type=[""task""])
var_2 = prioritize_objects(objects=var_1)
"
Generate a list of tickets from the Rev organization REV-456 and prioritize them,"var_1 = works_list(ticket.rev_org=[""REV-456""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
"
List the tickets I need to respond to and give the high severity ones,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, ticket.severity=[""high""], type=[""ticket""])
"
"Filter and summarize my ""low"" severity tickets","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.severity=[""low""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Prioritize my tasks, get similar ones for cross-reference, and add new insights from notes T as tasks to the current sprint","var_1 = who_am_i()
var_2 = works_list(type=[""task""], owned_by=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_similar_work_items(work_id=var_2[0])
var_5 = create_actionable_tasks_from_text(text=""T"")
var_6 = get_sprint_id()
var_7 = add_work_items_to_sprint(work_ids=var_5, sprint_id=var_6)
"
Retrieve the ID of the current sprint and list all tasks assigned to user USER-123 that are prioritized,"var_1 = get_sprint_id()
var_2 = search_object_by_name(query=""USER-123"")
var_3 = works_list(owned_by=[var_2], type=[""task""])
var_4 = prioritize_objects(objects=var_3)
"
Identify urgent tasks created by user DEVU-456 and add them to my current sprint for immediate action,"var_1 = who_am_i()
var_2 = works_list(created_by=[""DEVU-456""], ticket.severity=[""blocker""], type=[""task""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Identify and prioritize unresolved issues for user DEVU-321,"var_1 = works_list(created_by=[""DEVU-321""], issue.rev_orgs=[""unresolved""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
"
"Search for customer 'Enterprise123', list their P2 issues, and summarize","var_1 = search_object_by_name(query=""Enterprise123"")
var_2 = works_list(issue.priority=[""p2""], ticket.rev_org=[var_1], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
"Summarize the latest issues reported by ""NovaTech"" ","var_1 = search_object_by_name(query=""NovaTech"")
var_2 = works_list(created_by=[var_1], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
"Add all my ""ENH-789"" enhancement tickets to the sprint and prioritize them.","var_1 = who_am_i()
var_2 = works_list(type=[""ticket""], owned_by=[var_1], applies_to_part=[""ENH-789""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
var_5 = prioritize_objects(objects=var_2)
"
Aggregate customer feedback from project Alpha and assign tasks to team members,"var_1 = create_actionable_tasks_from_text(text=""project Alpha"")
var_2 = prioritize_objects(objects=var_1)
"
"Prioritize and summarize tickets with ""Low"" severity for component ""UI-Framework""","var_1 = search_object_by_name(query=""UI-Framework"")
var_2 = works_list(ticket.severity=[""low""], applies_to_part=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Identify and sort all P2 priority issues reported by user USER-456,"var_1 = works_list(type=[""issue""], issue.priority=[""p2""], created_by=[""USER-456""])
var_2 = prioritize_objects(objects=var_1)
"
Identify and summarize tasks I own that need a response and are associated with Rev organization REV-321,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""REV-321"")
var_3 = works_list(owned_by=[var_1], ticket.needs_response=True, ticket.rev_org=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
"
"Find tasks for the part CAPL-987, prioritize them, and get the current sprint ID","var_1 = works_list(type=[""task""], applies_to_part=[""CAPL-987""])
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
"
"Find and list work items related to ""CAPL-456"" and created by ""DEVB-789""","var_1 = search_object_by_name(query=""CAPL-456"")
var_2 = works_list(applies_to_part=[var_1], created_by=[""DEVB-789""], type=[""issue"", ""ticket"", ""task""])
var_3 = summarize_objects(objects=var_2)
"
" Retrieve and prioritize tasks created by QA-LEAD, and add them to the current sprint, limiting the results to 33.","var_1 = works_list(created_by=[""QA-LEAD""], type=[""task""], limit=33)
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"List and prioritize all tickets from ""HighImpactClient"" needing a response","var_1 = search_object_by_name(query=""HighImpactClient"")
var_2 = works_list(ticket.needs_response=True, ticket.rev_org=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
"
"For my task with ID ""TASK-321"", find similar work items, summarize the findings.","var_1 = get_similar_work_items(work_id=""TASK-321"")
var_2 = summarize_objects(objects=var_1)
"
Find and prioritize issues reported by user USR-321,"var_1 = search_object_by_name(query=""USR-321"")
var_2 = works_list(created_by=[var_1], type=[""issue""])
var_3 = prioritize_objects(objects=var_2)
"
Identify and summarize issues that need a response and are in the 'testing' stage,"var_1 = works_list(stage.name=[""testing""], ticket.needs_response=True)
var_2 = summarize_objects(objects=var_1)
"
Add my tasks related to CAPL-789 to the current sprint,"var_1 = who_am_i()
var_2 = works_list(applies_to_part=[""CAPL-789""], owned_by=[var_1], type=[""task""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Retrieve high priority issues from the 'QA' stage and summarize for quick review,"var_1 = works_list(stage.name=[""QA""], issue.priority=[""p0""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
"Find tasks related to the ""Alpha"" project and arrange them by urgency.","var_1 = search_object_by_name(query=""Alpha"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
"For the feature FEAT-999, find similar work items, prioritize them, and add them to the sprint","var_1 = search_object_by_name(query=""FEAT-999"")
var_2 = get_similar_work_items(work_id=var_1)
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"List all enhancement requests by the Engineering team E, summarize for quarterly planning","var_1 = search_object_by_name(query=""Engineering team E"")
var_2 = works_list(created_by=[var_1], type=[""enhancement request""])
var_3 = summarize_objects(objects=var_2)
"
Determine my work items due this week and add them to my calendar,"#Unanswerable_Invalid_Query_Error
"
"Retrieve all tasks created by user USER-321, filter for stage 'development', and add to sprint SPRINT-ID-123.","var_1 = works_list(type=[""task""], created_by=[""USER-321""], stage.name=[""development""])
var_2 = add_work_items_to_sprint(work_ids=var_1, sprint_id=""SPRINT-ID-123"")
"
" Retrieve all blocker severity tickets under the DeltaDivision rev organization, summarize them, and prioritize them, limiting the number of work items to 27.","var_1 = works_list(issue.rev_orgs=[""DeltaDivision""], ticket.severity=[""blocker""], limit=27)
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
Identify all tickets needing a response for the service SERV-789 and assign them to the current sprint,"var_1 = search_object_by_name(query=""SERV-789"")
var_2 = works_list(ticket.needs_response=True, ticket.rev_org=[var_1], type=[""ticket""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Create a summary report for all 'p3' priority issues in the 'design' stage,"var_1 = works_list(type=[""issue""], issue.priority=[""p3""], stage.name=[""design""])
var_2 = summarize_objects(objects=var_1)
"
"Find work issues for component `UIX-987` with priority `p2`, summarize them, and then add to the current sprint.","var_1 = works_list(type=[""issue""], applies_to_part=[""UIX-987""], issue.priority=[""p2""])
var_2 = summarize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_3)
"
"Find all tasks related to the ""Backend Refactor"" project, summarize them, and identify high-priority tasks","var_1 = search_object_by_name(query=""Backend Refactor"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
"
"Find tasks related to the ""Backlog"" stage for projects ""PROJ-321"" and ""PROJ-XYZ""","var_1 = works_list(stage.name=[""Backlog""], applies_to_part=[""PROJ-321"", ""PROJ-XYZ""], type=[""task""])
var_2 = summarize_objects(objects=var_1)
"
Filter issues by type 'task' for user DEVU-456 and summarize the results,"var_1 = works_list(created_by=[""DEVU-456""], type=[""task""])
var_2 = summarize_objects(objects=var_1)
"
"Generate a list of P1 tickets in need of response from the ""Support"" team and summarize the findings.","var_1 = search_object_by_name(query=""Support"")
var_2 = works_list(issue.priority=[""p1""], ticket.needs_response=True, ticket.rev_org=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Assign all blocker severity tickets to the sprint named ""Sprint 42""","var_1 = search_object_by_name(query=""Sprint 42"")
var_2 = works_list(ticket.severity=[""blocker""], type=[""ticket""])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_1)
"
"Locate and summarize my open tasks related to customer ""AcmeCorp""","var_1 = who_am_i()
var_2 = search_object_by_name(query=""AcmeCorp"")
var_3 = works_list(type=[""task""], owned_by=[var_1], ticket.rev_org=[var_2])
var_4 = summarize_objects(objects=var_3)
"
Prioritize and summarize my tasks that are currently in the 'not-completed' stage.,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], stage.name=[""not-completed""], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Identify work items related to CAPL-123 that require a response and summarize them,"var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = works_list(applies_to_part=[var_1], ticket.needs_response=True, type=[""issue"", ""ticket"", ""task""])
var_3 = summarize_objects(objects=var_2)
"
"Can you give me the synopsis of the movie ""Inception""?",#Unanswerable_Invalid_Query_Error
Find high severity tickets for the UltimateWidget project and summarize them,"var_1 = search_object_by_name(query=""UltimateWidget"")
var_2 = works_list(ticket.severity=[""high""], applies_to_part=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Find and summarize tickets that need a response and are of medium severity,"var_1 = works_list(ticket.needs_response=True, ticket.severity=[""medium""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
Can you explain the theory of relativity by Albert Einstein?,#Unanswerable_Invalid_Query_Error
Find work items for part CAPL-123 and identify those needing a response,"var_1 = works_list(applies_to_part=[""CAPL-123""], ticket.needs_response=True, type=[""issue"", ""ticket"", ""task""])
"
Add issues to the current sprint that are created by user UX123 and have a priority p2,"var_1 = who_am_i()
var_2 = works_list(created_by=[""UX123""], issue.priority=[""p2""], type=[""issue""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Analyze customer feedback 'FDBK-4321', extract tasks from it, and add those tasks to the engineering backlog.","var_1 = search_object_by_name(query=""FDBK-4321"")
var_2 = create_actionable_tasks_from_text(text=var_1)
var_3 = who_am_i()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Identify and summarize work items needing a response for Rev organization REV-ENGINEERING.,"var_1 = works_list(ticket.needs_response=True, ticket.rev_org=[""REV-ENGINEERING""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
Retrieve and summarize my tickets that need a response,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Create tasks from meeting notes and assign high priority,"var_1 = create_actionable_tasks_from_text(text=""meeting notes"")
var_2 = prioritize_objects(objects=var_1)
"
"Retrieve Rev organization REV-321 related tickets, summarize, and prioritize them","var_1 = search_object_by_name(query=""REV-321"")
var_2 = works_list(type=[""ticket""], ticket.rev_org=[var_1])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
"
Find and prioritize all issues in the DESIGN_REVIEW stage and limit the number of work items to 22.,"var_1 = works_list(stage.name=[""DESIGN_REVIEW""], type=[""issue""], limit=22)
var_2 = prioritize_objects(objects=var_1)
"
"Find and prioritize tasks created by user USER-XYZ, then summarize and add them to the sprint ID SPRINT-456","var_1 = search_object_by_name(query=""USER-XYZ"")
var_2 = works_list(created_by=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=""SPRINT-456"")
"
Prioritize tickets from 'TechSupport' channel and list them by severity 'blocker',"var_1 = works_list(ticket.source_channel=[""TechSupport""], ticket.severity=[""blocker""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
"
Find issues created by user USER-456 in the 'testing' stage and summarize them.,"var_1 = search_object_by_name(query=""USER-456"")
var_2 = works_list(created_by=[var_1], stage.name=[""testing""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
