Added_Tools,Query,Output
"['\n\ndef get_sprint_history(sprint_id):\n""""""\nRetrieves the change history of a sprint\n\nParameters:\n sprint_id (str): The ID of the ticket\n\nReturns:\n list: A list of changes made to the sprint\n""""""\n', '\n\ndef update_object_status(object_id, new_status, changed_by):\n""""""\nUpdates the status of an object and records the user that made the change\n\nParameters:\n object_id (str): The ID of the object for which the status is updated\n new_status (str): The new status for the object\n changed_by (str): The ID of the user who is changing the status\n\nReturns:\n None\n""""""\n', '\n\ndef estimate_time_for_task(task_id, estimation_hours):\n""""""\nUpdates a task with a time estimation\n\nParameters:\n task_id (str): The ID of the task to be updated with an estimated time\n estimation_hours (float): The estimated time in hours to complete the task\n\nReturns:\n None\n""""""\n', '\n\ndef generate_progress_report(project_id, report_format=""summary""):\n""""""\nGenerates a progress report for the specified project\n\nParameters:\n project_id (str): The ID of the project for which the progress report is needed\n report_format (str): The format of the report; \'summary\' or \'detailed\'. The default is \'summary\'\n\nReturns:\n str: The generated progress report\n""""""\n', '\n\ndef find_user_by_email(email):\n""""""\nFinds a user in the system by their email address\n\nParameters:\n email (str): The email address of the user to find\n\nReturns:\n str: ID of the user\n""""""\n', '\n\ndef remove_object_from_sprint(object_id, sprint_id):\n""""""\nRemoves a specified object from a sprint and returns the new list\n\nParameters:\n object_id (str): The ID of the object to be removed\n sprint_id (str): The ID of the project from which the object should be removed\n\nReturns:\n list: Returns the updated list of sprint objects\n""""""\n', '\n\ndef list_user_skills(user_id):\n""""""\nLists the skills associated with the specified user\n\nParameters:\n user_id (str): The ID of the user whose skills are being queried\n\nReturns:\n list: The skills of the user\n""""""\n', '\n\ndef check_availability_of_part(part_id):\n""""""\nChecks if a specific part is available in inventory\n\nParameters:\n part_id (str): The ID of the part to check for availability\n\nReturns:\n bool: True if the part is available, False otherwise\n""""""\n', '\n\ndef extract_contact_info(text_id, entity_type):\n""""""\nExtracts contact information from a text source based on a given entity type\n\nParameters:\n text_id (str): The ID of the text source from which to extract contact information\n entity_type (str): The type of entity to extract info from. Allowed values: \'individual\', \'company\'\n\nReturns:\n list: Extracted contact information\n""""""', '\n\ndef calculate_workload_for_user(user_id):\n""""""\nCalculates the total number of open work items assigned to a user\n\nParameters:\n user_id (str): The ID of the user for whom to calculate the workload\n\nReturns:\n int: The total number of open work items\n""""""\n']",Retrieve the history of the current sprint and generate a detailed progress report for it.,"var_1 = get_sprint_id()
var_2 = get_sprint_history(sprint_id=var_1)
var_3 = generate_progress_report(project_id=var_1, report_format=""detailed"")"
"['\n\ndef get_task_dependencies(task_id):\n""""""\nReturns a list of task IDs that are dependencies for the given task\n\nParameters:\n task_id (str): The ID of the task for which dependencies are requested\n\nReturns:\n list: Dependency task IDs\n""""""\n', '\n\ndef update_work_item_due_date(work_item_id, due_date):\n""""""\nUpdates the due date for the specified work item\n\nParameters:\n work_item_id (str): The ID of the work item to be updated\n due_date (str): The new due date for the work item\n\nReturns:\n None: Indicates that the operation was executed without returning any value\n""""""\n', '\n\ndef calculate_work_item_duration(work_id):\n""""""\nCalculates the total time taken to complete a work item\n\nParameters:\n work_id (str): The ID of the work item for which duration is to be calculated\n\nReturns:\n float: The total duration in hours\n""""""\n', '\n\ndef merge_duplicate_work_items(primary_work_id, duplicate_work_ids):\n""""""\nMerges duplicate work items into the primary work item\n\nParameters:\n primary_work_id (str): The ID of the primary work item\n duplicate_work_ids (list): List of IDs of duplicate work items to be merged\n\nReturns:\n bool: True if merge was successful, otherwise False\n""""""\n', '\n\ndef estimate_time_for_task(task_id, estimation_hours):\n""""""\nUpdates a task with a time estimation\n\nParameters:\n task_id (str): The ID of the task to be updated with an estimated time\n estimation_hours (float): The estimated time in hours to complete the task\n\nReturns:\n None\n""""""\n', '\n\ndef calculate_time_until_deadline(work_item_id):\n""""""\nCalculates the amount of time remaining until the deadline of a work item\n\nParameters:\n work_item_id (str): The ID of the work item\n\nReturns:\n float: The number of hours until the deadline\n""""""\n', '\n\ndef get_user_avatar(user_id):\n""""""\nRetrieves the avatar image URL for the specified user\n\nParameters:\n user_id (str): The ID of the user whose avatar is to be retrieved\n\nReturns:\n str: URL of the user\'s avatar image\n""""""\n', '\n\ndef remove_object_from_inventory(object_id):\n""""""\nRemoves an object from the inventory system based on the object ID\n\nParameters:\n object_id (str): The ID of the object to remove from inventory\n\nReturns:\n bool: True if the removal was successful, False otherwise\n""""""\n', '\n\ndef generate_summary_report(object_ids):\n""""""\nGenerates a summary report for the specified objects\n\nParameters:\n object_ids (list): A list of object IDs\n\nReturns:\n str: The ID of the generated report\n""""""\n', '\n\ndef fetch_ticket_history(ticket_id, history_limit=10):\n""""""\nFetches the history of changes to a given ticket\n\nParameters:\n ticket_id (str): The ID of the ticket for which the history is requested\n history_limit (int): Maximum number of history entries to retrieve. The default is \'10\'\n\nReturns:\n list: A list of history records for the ticket\n""""""\n']","Retrieve the dependencies of task ""TASK-456"", calculate the time until the deadline for each, and merge the history of changes into a summary report.","var_1 = get_task_dependencies(task_id=""TASK-456"")
var_2 = calculate_time_until_deadline(work_item_id=var_1[0])
var_3 = calculate_time_until_deadline(work_item_id=var_1[1])
var_4 = fetch_ticket_history(ticket_id=var_1[0])
var_5 = fetch_ticket_history(ticket_id=var_1[1])
var_6 = generate_summary_report(object_ids=[var_1[0], var_1[1]])"
"['\n\ndef get_team_member_list(team_id):\n""""""\nRetrieves a list of team members for the specified team\n\nParameters:\n team_id (str): The ID of the team\n\nReturns:\n list: List of team member IDs\n""""""\n', '\n\ndef check_availability_of_part(part_id):\n""""""\nChecks if a specific part is available in inventory\n\nParameters:\n part_id (str): The ID of the part to check for availability\n\nReturns:\n bool: True if the part is available, False otherwise\n""""""\n', '\n\ndef filter_contacts_by_organization(organization_id, active_only=True):\n""""""\nReturns a list of contacts associated with the specified organization, optionally filtering only active contacts\n\nParameters:\n organization_id (str): The ID of the organization to filter contacts\n active_only (bool): Flag to filter only active contacts, default value \'True\'\n\nReturns:\n list: Contacts associated with the organization\n""""""\n', '\n\ndef calculate_expense_totals(expense_ids):\n""""""\nCalculates the total amount from a list of expense IDs\n\nParameters:\n expense_ids (list): List of expense IDs to calculate the total amount\n\nReturns:\n float: The total amount of the expenses\n""""""\n', '\n\ndef generate_report(report_type, subject_id, include_summary=True):\n""""""\nGenerates a report of a specific type for a subject in the system\n\nParameters:\n report_type (str): The type of report to generate\n subject_id (str): The ID of the subject for the report\n include_summary (bool): Whether to include a summary in the report; defaults to True\n\nReturns:\n str: The ID of the generated report\n""""""\n', '\n\ndef archive_completed_work(work_ids):\n""""""\nArchives a list of completed work items\n\nParameters:\n work_ids (list): A list of work item IDs that have been completed and need to be archived\n\nReturns:\n int: The number of work items successfully archived\n""""""\n', '\n\ndef get_recent_activity_log(user_id, limit=10):\n""""""\nGets the most recent activity log entries for a given user\n\nParameters:\n user_id (str): The ID of the user to get activities for\n limit (int): The maximum number of activity log entries to return\n\nReturns:\n list: Recent activity log entries\n""""""\n', '\n\ndef fetch_user_created_work(user_id, work_type=None):\n""""""\nRetrieves work items created by a specific user\n\nParameters:\n user_id (str): The ID of the user whose work items are to be retrieved\n work_type (list): Filters for work of the provided types, e.g., [\'issue\', \'ticket\']\n\nReturns:\n list: Work items created by the user\n""""""\n', '\n\ndef calculate_work_left(project_id):\n""""""\nCalculates the estimated amount of work left in a project\n\nParameters:\n project_id (str): The ID of the project to calculate work for\n\nReturns:\n float: Estimated hours of work left\n""""""\n', '\n\ndef filter_projects_by_category(category_id, active_only=True):\n""""""\nFilters projects by their category and returns a list of project IDs\n\nParameters:\n category_id (str): The ID of the category to filter projects by\n active_only (bool): Whether to return only active projects\n\nReturns:\n list: List of project IDs matching the category filter\n""""""\n']","Check availability of part ""ENG-456"", fetch work items related to this part, and calculate the total expense of related expenses.","var_1 = check_availability_of_part(part_id=""ENG-456"")
var_2 = works_list(applies_to_part=[""ENG-456""])
var_3 = calculate_expense_totals(expense_ids=var_2)"
"['\n\ndef get_user_permissions(user_id):\n""""""\nReturns a list of permissions for a specified user ID\n\nParameters:\n user_id (str): The ID of the user whose permissions you want to retrieve\n\nReturns:\n list: User permissions\n""""""\n', '\n\ndef list_user_tasks(user_id, completed=False):\n""""""\nLists all tasks assigned to a user, optionally filtering for completed tasks\n\nParameters:\n user_id (str): The ID of the user whose tasks are to be listed\n completed (bool): If True, only completed tasks are returned\n\nReturns:\n list: A list of tasks assigned to the user\n""""""\n', 'def assign_issues_to_user(issue_ids, user_id):\n""""""\nAssigns a list of issues to the specified user\n\nParameters:\n issue_ids (list): A list of issue IDs that need to be assigned\n user_id (str): The user ID to whom the issues will be assigned\n\nReturns:\n None\n""""""\n', '\n\ndef estimate_work_hours(work_id):\n""""""\nEstimates the number of hours required to complete a specific work item\n\nParameters:\n work_id (str): The ID of the work item for which the estimation is to be made\n\nReturns:\n float: Estimated hours required to complete the work item\n""""""\n', 'def assign_tickets_to_user(ticket_ids, user_id):\n""""""\nAssigns a set of tickets to a specified user\n\nParameters:\n ticket_ids (list): A list of ticket IDs to be assigned\n user_id (str): The ID of the user to whom the tickets will be assigned\n\nReturns:\n None\n""""""\n', '\n\ndef validate_user_permissions(user_id, required_permissions):\n""""""\nChecks if the user has the specified permissions\n\nParameters:\n user_id (str): The ID of the user whose permissions need to be checked\n required_permissions (list): A list of permissions to check against the user\'s permissions\n\nReturns:\n bool: True if the user has all the required permissions, False otherwise\n""""""\n', '\n\ndef generate_progress_report(project_id):\n""""""\nGenerates a progress report for the specified project\n\nParameters:\n project_id (str): The ID of the project for which to generate the report\n\nReturns:\n str: A string summary of the project\'s progress report\n""""""\n', '\n\ndef check_object_permission(user_id, object_id):\n""""""\nChecks if a user has permission to access a specific object\n\nParameters:\n user_id (str): The ID of the user\n object_id (str): The ID of the object to check permission for\n\nReturns:\n bool: True if the user has permission, False otherwise\n""""""\n', '\n\ndef generate_report_by_tag(tag_id, include_archived=False):\n""""""\nGenerates a report for all work items associated with the given tag\n\nParameters:\n tag_id (str): The ID of the tag used to filter work items\n include_archived (bool): Include archived work items if set to True\n\nReturns:\n list: Work items associated with the tag\n""""""\n', 'def filter_projects_by_status(project_ids, status=""active""):\n""""""\nFilters a list of project IDs by their status\n\nParameters:\n project_ids (list): A list of project IDs to filter\n status (str): The status to filter by, default is \'active\'\n\nReturns:\n list: Project IDs matching the status\n""""""\n']","Retrieve the permissions for user ""QAAnalyst"" and list all their completed tasks, then generate a progress report for project ""ProjAlpha"".","var_1 = search_object_by_name(query=""QAAnalyst"")
var_2 = get_user_permissions(user_id=var_1)
var_3 = list_user_tasks(user_id=var_1, completed=True)
var_4 = search_object_by_name(query=""ProjAlpha"")
var_5 = generate_progress_report(project_id=var_4)"
"['\n\ndef link_related_documents(doc_id, related_doc_ids):\n""""""\nLinks related documents to the given document in the system\n\nParameters:\n doc_id (str): The ID of the document to which related documents should be linked\n related_doc_ids (list): A list of IDs for related documents\n\nReturns:\n bool: True if the operation was successful, False otherwise\n""""""\n', '\n\ndef filter_work_by_date_range(start_date, end_date, work_type=None):\n""""""\nFilters work items based on a specific date range\n\nParameters:\n start_date (str): The start date for the filter range (format: YYYY-MM-DD)\n end_date (str): The end date for the filter range (format: YYYY-MM-DD)\n work_type (list): Filters for work of the provided types. Allowed values: issue, ticket, task\n\nReturns:\n list: Work items in the specified date range\n""""""\n', '\n\ndef generate_work_report(work_ids):\n""""""\nGenerates a report for the given work items.\n\nParameters:\n work_ids (list): A list of work item IDs for report generation\n\nReturns:\n str: The ID of the generated report\n""""""\n', '\n\ndef get_ticket_comments(ticket_id):\n""""""\nRetrieves the comments attached to a ticket\n\nParameters:\n ticket_id (str): The ID of the ticket whose comments are being retrieved\n\nReturns:\n list: Comments associated with the ticket\n""""""\n', '\n\ndef check_availability_of_part(part_id):\n""""""\nChecks if a specific part is available in inventory\n\nParameters:\n part_id (str): The ID of the part to check for availability\n\nReturns:\n bool: True if the part is available, False otherwise\n""""""\n', '\n\ndef estimate_task_duration(task_id, complexity_level):\n""""""\nEstimates the duration needed to complete a task based on its complexity level\n\nParameters:\n task_id (str): The ID of the task\n complexity_level (str): The complexity level of the task. Allowed values: \'low\', \'medium\', \'high\'\n\nReturns:\n float: Estimated duration in hours\n""""""\n', '\n\ndef calculate_time_until_deadline(work_item_id):\n""""""\nCalculates the amount of time remaining until the deadline of a work item\n\nParameters:\n work_item_id (str): The ID of the work item\n\nReturns:\n float: The number of hours until the deadline\n""""""\n', '\n\ndef link_related_objects(object_id, related_object_id):\n""""""\nCreates a link between two related objects in the system\n\nParameters:\n object_id (str): The ID of the primary object\n related_object_id (str): The ID of the object to relate to the primary\n\nReturns:\n bool: True if the objects were successfully linked, False otherwise\n""""""\n', '\n\ndef log_system_activity(activity_description, user_id=None):\n""""""\nLogs a system activity with an optional user ID\n\nParameters:\n activity_description (str): A brief description of the activity being logged\n user_id (str, optional): The ID of the user associated with the activity; defaults to None\n\nReturns:\n bool: True if the activity was logged successfully; otherwise False\n""""""\n', '\n\ndef archive_completed_work(work_ids):\n""""""\nArchives a list of completed work items\n\nParameters:\n work_ids (list): A list of work item IDs that have been completed and need to be archived\n\nReturns:\n int: The number of work items successfully archived\n""""""\n']","Filter work items by type ""ticket"" within the date range ""2023-01-01"" to ""2023-01-31"", generate a report for these items, and check the availability of part ""PART-42"" related to these tickets.","var_1 = filter_work_by_date_range(start_date=""2023-01-01"", end_date=""2023-01-31"", work_type=[""ticket""])
var_2 = generate_work_report(work_ids=var_1)
var_3 = check_availability_of_part(part_id=""PART-42"")"
"['\n\ndef list_completed_tasks_by_user(user_id):\n""""""\nLists all completed tasks for a specific user\n\nParameters:\n user_id (str): The ID of the user whose completed tasks need to be listed\n\nReturns:\n list: List of completed task IDs\n""""""\n', '\n\ndef retrieve_user_contact_info(user_id):\n""""""\nRetrieves the contact information for a user\n\nParameters:\n user_id (str): The ID of the user whose contact info is requested\n\nReturns:\n str: Contact information of the user\n""""""\n', '\n\ndef extract_keywords_from_text(text):\n""""""\nGiven a text, extracts and returns the main keywords\n\nParameters:\n text (str): The text from which keywords are to be extracted\n\nReturns:\n list: A list of extracted keywords\n""""""\n', '\n\ndef get_object_history(object_id):\n""""""\nRetrieves the change history of a specified object\n\nParameters:\n object_id (str): The ID of the object for which history is requested\n\nReturns:\n list: A list of changes made to the object\n""""""\n', '\n\ndef retrieve_document_by_keyword(keyword):\n""""""\nRetrieves a document ID containing the specified keyword\n\nParameters:\n keyword (str): The keyword to search for in the documents\n\nReturns:\n str: ID of the document containing the keyword\n""""""', '\n\ndef track_time_on_task(task_id, hours_spent):\n""""""\nTracks time spent on a task by logging the number of hours\n\nParameters:\n task_id (str): The ID of the task on which time is spent\n hours_spent (float): The number of hours spent on the task\n\nReturns:\n bool: Status of the time tracking\n""""""\n', '\n\ndef assign_tasks_to_employee(task_ids, employee_id):\n""""""\nAssigns a list of tasks to the specified employee\n\nParameters:\n task_ids (list): A list of task IDs to be assigned\n employee_id (str): The ID of the employee to whom the tasks will be assigned\n\nReturns:\n bool: True if the assignment was successful, False otherwise\n""""""\n', '\n\ndef get_recent_activity_log(user_id, limit=10):\n""""""\nGets the most recent activity log entries for a given user\n\nParameters:\n user_id (str): The ID of the user to get activities for\n limit (int): The maximum number of activity log entries to return\n\nReturns:\n list: Recent activity log entries\n""""""\n', '\n\ndef validate_work_item_status(work_item_id, status_options):\n""""""\nChecks if the given work item has a status that is among the provided options\n\nParameters:\n work_item_id (str): The ID of the work item to check\n status_options (list): A list of valid status options\n\nReturns:\n bool: True if status is valid, False otherwise\n""""""\n', '\n\ndef get_user_permissions(user_id):\n""""""\nReturns a list of permissions for a specified user ID\n\nParameters:\n user_id (str): The ID of the user whose permissions you want to retrieve\n\nReturns:\n list: User permissions\n""""""\n']","Retrieve the contact information for user ""User123"", list their completed tasks, and then summarize those tasks.","var_1 = search_object_by_name(query=""User123"")
var_2 = retrieve_user_contact_info(user_id=var_1)
var_3 = list_completed_tasks_by_user(user_id=var_1)
var_4 = summarize_objects(objects=var_3)"
"['\n\ndef list_department_members(department_id):\n""""""\nReturns a list of user IDs for all members within a specified department\n\nParameters:\n department_id (str): The ID of the department to list members for\n\nReturns:\n list: User IDs of all the members in the department\n""""""\n', '\n\ndef generate_report_from_data(dataset_id, report_type=""summary""):\n""""""\nGenerates a specific type of report from a dataset\n\nParameters:\n dataset_id (str): The ID of the dataset from which to generate the report\n report_type (str): The type of report to generate, default is \'summary\'\n\nReturns:\n str: The ID of the generated report\n""""""\n', '\n\ndef generate_project_summary(project_id):\n""""""\nGenerates a summary report for the specified project\n\nParameters:\n project_id (str): The ID of the project to summarize\n\nReturns:\n str: A summary report of the project\n""""""\n', '\n\ndef update_contact_information(contact_id, new_phone=None, new_email=None):\n""""""\nUpdates the contact information with new provided phone number or email\n\nParameters:\n contact_id (str): The ID of the contact to update\n new_phone (str): The new phone number for the contact, default is \'None\'\n new_email (str): The new email address for the contact, default is \'None\'\n\nReturns:\n bool: Status of the update operation\n""""""\n', '\n\ndef retrieve_archived_documents(archive_id, keyword=None):\n""""""\nRetrieves documents from the archive based on optional keyword\n\nParameters:\n archive_id (str): The ID of the archive from which to retrieve documents\n keyword (str): Optional keyword to filter documents, default is \'None\'\n\nReturns:\n list: A list of documents matching the keyword if provided, otherwise all documents from the archive\n""""""', '\n\ndef check_ticket_status(ticket_id):\n""""""\nChecks the status of a ticket\n\nParameters:\n ticket_id (str): The ID of the ticket whose status is to be checked\n\nReturns:\n str: The status of the ticket\n""""""\n', '\n\ndef calculate_user_workload(user_id):\n""""""\nCalculates the workload of a user based on assigned tasks\n\nParameters:\n user_id (str): The ID of the user whose workload is to be calculated\n\nReturns:\n float: The calculated workload value\n""""""\n', '\n\ndef mark_item_as_duplicated(work_item_id, duplicate_of_id):\n""""""\nMarks a work item as a duplicate of another\n\nParameters:\n work_item_id (str): The ID of the work item that is a duplicate\n duplicate_of_id (str): The ID of the work item of which it is a duplicate\n\nReturns:\n bool: True if the item is successfully marked, False otherwise\n""""""\n', '\n\ndef track_project_completion(project_id):\n""""""\nTracks the completion percentage of a project based on completed tasks\n\nParameters:\n project_id (str): The ID of the project to track\n\nReturns:\n float: Percentage of the project completed\n""""""\n', '\n\ndef list_user_tasks(user_id, completed=False):\n""""""\nLists all tasks assigned to a user, optionally filtering for completed tasks\n\nParameters:\n user_id (str): The ID of the user whose tasks are to be listed\n completed (bool): If True, only completed tasks are returned\n\nReturns:\n list: A list of tasks assigned to the user\n""""""\n']","Check the status of ticket ""TICK-001"", calculate the workload for the user ""Agent007"" who is assigned to this ticket, and then retrieve and summarize all work items owned by this user.","var_1 = check_ticket_status(ticket_id=""TICK-001"")
var_2 = search_object_by_name(query=""Agent007"")
var_3 = calculate_user_workload(user_id=var_2)
var_4 = works_list(owned_by=[var_2])
var_5 = summarize_objects(objects=var_4)"
"['\n\ndef list_recent_activities(user_id, limit=10):\n""""""\nLists the most recent activities performed by a user\n\nParameters:\n user_id (str): The ID of the user whose activities are to be listed\n limit (int): The maximum number of recent activities to return\n\nReturns:\n list: Recent activities of the user\n""""""\n', '\n\ndef retrieve_user_contact_info(user_id):\n""""""\nRetrieves the contact information for a user\n\nParameters:\n user_id (str): The ID of the user whose contact info is requested\n\nReturns:\n str: Contact information of the user\n""""""\n', '\n\ndef archive_completed_tasks(project_id, completed_since):\n""""""\nArchives tasks that are completed within the given project since the specified time\n\nParameters:\n project_id (str): The ID of the project containing the tasks\n completed_since (str): Archive tasks completed after this timestamp\n\nReturns:\n int: Number of tasks archived\n""""""\n', '\n\ndef calculate_budget_allocation(project_id, cost_limit):\n""""""\nCalculates and assigns the budget allocation for a project\n\nParameters:\n project_id (str): The ID of the project for which the budget is calculated\n cost_limit (float): The cost limit for the project\'s budget\n\nReturns:\n float: The amount allocated to the project budget\n""""""\n', '\n\ndef merge_duplicate_objects(primary_object_id, duplicate_object_id):\n""""""\nMerges a duplicate object into a primary object\n\nParameters:\n primary_object_id (str): The ID of the primary object\n duplicate_object_id (str): The ID of the duplicate object to be merged\n\nReturns:\n bool: True if the merge was successful, False otherwise\n""""""\n', '\n\ndef archive_old_tickets(older_than_date, active_status=False):\n""""""\nArchives tickets that are older than the specified date, optionally filters by active status and returns the IDs\n\nParameters:\n older_than_date (str): A date in the format \'YYYY-MM-DD\', to filter tickets older than this date\n active_status (bool): If True, only archives tickets that are currently active; defaults to False\n\nReturns:\n str: ID of tickets archived\n""""""\n', '\n\ndef validate_work_item_completeness(work_id):\n""""""\nChecks if a work item has all necessary information completed\n\nParameters:\n work_id (str): The ID of the work item to check\n\nReturns:\n bool: True if the work item is complete, False if it lacks information\n""""""\n', '\n\ndef validate_object_existence(object_id):\n""""""\nChecks if an object with the given ID exists in the system\n\nParameters:\n object_id (str): The ID of the object to check\n\nReturns:\n bool: True if the object exists, otherwise False\n""""""\n', '\n\ndef calculate_user_workload(user_id):\n""""""\nCalculates the workload of a user based on assigned tasks\n\nParameters:\n user_id (str): The ID of the user whose workload is to be calculated\n\nReturns:\n float: The calculated workload value\n""""""\n', '\n\ndef generate_report_by_tag(tag_id, include_archived=False):\n""""""\nGenerates a report for all work items associated with the given tag\n\nParameters:\n tag_id (str): The ID of the tag used to filter work items\n include_archived (bool): Include archived work items if set to True\n\nReturns:\n list: Work items associated with the tag\n""""""\n']","Retrieve the contact information for user ""User123"", list their recent activities, and then summarize all work items they have created.","var_1 = search_object_by_name(query=""User123"")
var_2 = retrieve_user_contact_info(user_id=var_1)
var_3 = list_recent_activities(user_id=var_1)
var_4 = works_list(created_by=[var_1])
var_5 = summarize_objects(objects=var_4)"
"['\n\ndef list_recent_activities(user_id, limit=10):\n""""""\nLists the most recent activities performed by a user\n\nParameters:\n user_id (str): The ID of the user whose activities are to be listed\n limit (int): The maximum number of recent activities to return\n\nReturns:\n list: Recent activities of the user\n""""""\n', '\n\ndef validate_user_permissions(user_id, required_permissions):\n""""""\nChecks if the user has the specified permissions\n\nParameters:\n user_id (str): The ID of the user whose permissions need to be checked\n required_permissions (list): A list of permissions to check against the user\'s permissions\n\nReturns:\n bool: True if the user has all the required permissions, False otherwise\n""""""\n', '\n\ndef track_project_completion(project_id):\n""""""\nTracks the completion percentage of a project based on completed tasks\n\nParameters:\n project_id (str): The ID of the project to track\n\nReturns:\n float: Percentage of the project completed\n""""""\n', '\n\ndef generate_progress_report(project_id):\n""""""\nGenerates a progress report for the specified project\n\nParameters:\n project_id (str): The ID of the project for which to generate the report\n\nReturns:\n str: A string summary of the project\'s progress report\n""""""\n', '\n\ndef filter_tasks_by_completion(task_ids, completed=True):\n""""""\nFilters the list of tasks by their completion status\n\nParameters:\n task_ids (list): List of task IDs to filter\n completed (bool): The completion status to filter by. Default is \'True\'\n\nReturns:\n list: List of task IDs that match the completion status\n""""""\n', '\n\ndef update_ticket_status(ticket_id, new_status):\n""""""\nUpdates the status of a given ticket\n\nParameters:\n ticket_id (str): The ID of the ticket to be updated\n new_status (str): The new status to update the ticket with\n\nReturns:\n bool: True if the update was successful, otherwise False\n""""""\n', '\n\ndef log_user_activity(user_id, activity_description):\n""""""\nLogs a user\'s activity with a description\n\nParameters:\n user_id (str): The ID of the user whose activity is being logged\n activity_description (str): A description of the activity\n\nReturns:\n bool: True if the logging was successful, False otherwise\n""""""\n', '\n\ndef filter_tickets_by_date(ticket_ids, start_date, end_date=None):\n""""""\nFilters a list of ticket IDs based on a date range\n\nParameters:\n ticket_ids (list): A list of ticket IDs to filter\n start_date (str): The start date for the range\n end_date (str, optional): The end date for the range, defaults to None\n\nReturns:\n list: Filtered list of ticket IDs\n""""""\n', 'def link_issues_to_project(issue_ids, project_id):\n""""""\nLinks the given issues to the specified project\n\nParameters:\n issue_ids (list): A list of issue IDs to be linked to the project\n project_id (str): The ID of the project to which the issues should be linked\n\nReturns:\n bool: Status of the linking action\n""""""\n', '\n\ndef get_user_permissions(user_id):\n""""""\nReturns a list of permissions for a specified user ID\n\nParameters:\n user_id (str): The ID of the user whose permissions you want to retrieve\n\nReturns:\n list: User permissions\n""""""\n']","Retrieve the ID of the current sprint, add work items owned by user ""TeamLead"" to it, and then generate a progress report for that sprint.","var_1 = who_am_i()
var_2 = works_list(owned_by=[""TeamLead""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
var_5 = generate_progress_report(project_id=var_3)"
"['\n\ndef log_system_activity(activity_description, user_id=None):\n""""""\nLogs a system activity with an optional user ID\n\nParameters:\n activity_description (str): A brief description of the activity being logged\n user_id (str, optional): The ID of the user associated with the activity; defaults to None\n\nReturns:\n bool: True if the activity was logged successfully; otherwise False\n""""""\n', '\n\ndef list_all_blocked_tickets():\n""""""\nLists all tickets that are currently blocked\n\nReturns:\n list: Ticket IDs that are currently blocked\n""""""', '\n\ndef update_object_status(object_id, new_status, changed_by):\n""""""\nUpdates the status of an object and records the user that made the change\n\nParameters:\n object_id (str): The ID of the object for which the status is updated\n new_status (str): The new status for the object\n changed_by (str): The ID of the user who is changing the status\n\nReturns:\n None\n""""""\n', '\n\ndef create_new_ticket(title, description, reported_by):\n""""""\nCreates a new ticket in the system with the given details\n\nParameters:\n title (str): The title of the new ticket\n description (str): A detailed description of the issue or request\n reported_by (str): The ID of the user reporting the ticket\n\nReturns:\n str: The ID of the newly created ticket\n""""""\n', '\n\ndef estimate_task_duration(task_id, complexity_level):\n""""""\nEstimates the duration needed to complete a task based on its complexity level\n\nParameters:\n task_id (str): The ID of the task\n complexity_level (str): The complexity level of the task. Allowed values: \'low\', \'medium\', \'high\'\n\nReturns:\n float: Estimated duration in hours\n""""""\n', '\n\ndef generate_report_from_template(report_template_id, data_source_id):\n""""""\nGenerates a report based on a specified template and data source\n\nParameters:\n report_template_id (str): The ID of the report template to use\n data_source_id (str): The ID of the data source\n\nReturns:\n str: Generated report\n""""""\n', '\n\ndef calculate_budget_allocation(project_id, cost_limit):\n""""""\nCalculates and assigns the budget allocation for a project\n\nParameters:\n project_id (str): The ID of the project for which the budget is calculated\n cost_limit (float): The cost limit for the project\'s budget\n\nReturns:\n float: The amount allocated to the project budget\n""""""\n', 'def filter_work_by_date_range(start_date, end_date, work_type=None):\n""""""\nFilters work items based on a given date range.\n\nParameters:\n start_date (str): The start date of the desired date range\n end_date (str): The end date of the desired date range\n work_type (list): Optional filter for type of work\n\nReturns:\n list: Work items within the specified date range\n""""""\n', 'def calculate_due_dates(work_item_ids, urgency_level):\n""""""\nCalculates the due dates for given work items based on their urgency\n\nParameters:\n work_item_ids (list): A list of work item IDs for which due dates are required\n urgency_level (str): The urgency level. Allowed values: \'high\', \'medium\', \'low\'\n\nReturns:\n list: Due dates for the specified work items\n""""""\n', '\n\ndef validate_data_consistency(data_id, schema_id):\n""""""\nValidates if data conforms to a specified schema for consistency\n\nParameters:\n data_id (str): The ID of the data to be validated\n schema_id (str): The ID of the schema to validate the data against\n\nReturns:\n bool: True if data is consistent, False otherwise\n""""""\n']","Log the activity of creating a new ticket with the title ""Database Overload"" and description ""The database is experiencing frequent overloads during peak hours"", reported by user ""DBAdmin"". Then, estimate the task duration for the newly created ticket assuming it has a high complexity level.","var_1 = who_am_i()
var_2 = create_new_ticket(title=""Database Overload"", description=""The database is experiencing frequent overloads during peak hours"", reported_by=""DBAdmin"")
var_3 = log_system_activity(activity_description=""Created a new ticket with the title 'Database Overload'"", user_id=var_1)
var_4 = estimate_task_duration(task_id=var_2, complexity_level=""high"")"
